Ofsted Average,Number of Pupils,% Rate of Absence,% FSM,GCSE Pass Average %
1.5,1015,4.422222222,6.454545455,98.92660761
1,2032,5.133333333,6.881818182,79.94626384
1.5,1186,5.933333333,5.409090909,82.62338577
2.5,396,7.744444444,19.26363636,60.73283567
1,73,7.266666667,16.00909091,27.3015873
1.5,1643,5.911111111,7.054545455,81.81113269
2,1200,4.888888889,4.972727273,79.26239737
1.5,879,5.966666667,34.39090909,70.34545273
3.4,257,8.033333333,23.38181818,50.56241283
2.666666667,832,9.288888889,19.2,57.42112998
1,856,7.411111111,18.69090909,65.98576649
2.5,679,7.255555556,20.40909091,56.61987899
2.666666667,1011,9.4,29.78181818,41.9064298
1,1760,4.322222222,21.24545455,87.79626503
2.333333333,1199,6.533333333,8.518181818,73.96803434
2,1382,7.166666667,10.54545455,78.17453494
2,1355,6.5,12.62727273,63.35445664
1.5,891,6.455555556,7.218181818,77.23653344
2,190,8.722222222,38.41818182,24.52876984
2,722,6.422222222,18.51818182,69.11654789
2.5,1960,7.2,19.19090909,70.49357642
2,1112,8.722222222,27.63636364,57.10726122
1.5,808,2.933333333,7.490909091,90.02226301
3,778,6.344444444,16.91818182,70.42530097
2,1154,7.111111111,10.04545455,64.40690252
2.333333333,1577,5.3,12.9,71.13755634
2.75,548,6.6,21.5,60.35117992
1,670,5.433333333,18.35454545,82.96949179
3,524,7.177777778,26.64545455,61.35218523
2,967,6.377777778,33.98181818,50.05655418
1,780,4.877777778,9.536363636,89.07342592
2,1310,6.077777778,17.19090909,75.69847135
2.5,1924,5.388888889,13.31818182,74.41493587
1.666666667,982,6.922222222,17.66363636,68.63316589
2.6,1262,8.366666667,23.69090909,48.36034452
2.666666667,1507,6.088888889,18.99090909,64.98189468
1,1712,7.044444444,5.890909091,80.59129182
2.75,935,7.277777778,13.9,72.80445967
2,987,7.811111111,13.75454545,66.87622815
2,1436,6.066666667,9.236363636,78.83802382
1,119,17.6,60.52727273,14.2834596
1,1202,4.333333333,3.163636364,97.88858259
2.333333333,1384,6.177777778,10.15454545,76.26459776
2,1106,5.533333333,15.72727273,73.08534417
2,809,5.011111111,13.20909091,70.78700042
1,1394,4.655555556,7.445454545,84.293567
2.5,1077,6.8,11.51818182,70.83622921
2.75,741,7.577777778,11.51818182,68.62760524
1.5,788,4.5,4.2,99.48674211
1.5,2290,7.555555556,5.763636364,76.79303292
2,784,6.211111111,37.53636364,72.21736188
2,1179,5.644444444,28.10909091,69.65712188
2.333333333,861,5.966666667,22.62727273,68.04671762
2.6,1009,7.355555556,19.96363636,62.79621508
2.25,1401,6.5,14.78181818,73.9143561
2.333333333,1031,7.588888889,40.89090909,53.24393161
2.4,996,7.211111111,24.11818182,64.17835617
3,285,7.5,2.145454545,84.96785656
2.5,1075,7.355555556,19.64545455,73.04573822
2,1064,5.333333333,16.34545455,78.7694742
2,1075,6.6,16.04545455,70.06372035
3.25,738,12.74444444,50.28181818,53.86470735
2.333333333,1027,6.833333333,22.8,65.08907932
1.5,781,6.188888889,9.118181818,81.29497527
2.5,1036,6.188888889,11.14545455,73.00012229
1.5,1318,4.611111111,5.372727273,85.38296532
2,1923,5.455555556,5.672727273,85.63823803
2.333333333,968,6.144444444,6.2,77.18068755
1.5,1048,6.266666667,10.19090909,84.5294728
2,1063,7.488888889,10.32727273,69.33330137
3,1173,9.011111111,20.07272727,69.99020916
2.75,1272,8.944444444,21.80909091,50.97216492
3,315,8.733333333,25.32727273,44.58001205
2.333333333,634,5.966666667,9.472727273,97.62147323
2.75,685,7.088888889,15.7,69.77747242
2,1212,6.255555556,7.690909091,77.9024054
3,959,7.066666667,17.58181818,65.47355799
2.666666667,85,32.35555556,52.10909091,9.455782313
2.333333333,600,6.288888889,11.80909091,78.65667342
2,380,7.611111111,24.38181818,57.5804591
2.75,1048,8.5,37.01818182,51.14945559
2,845,5.488888889,12.54545455,70.29532166
2,1085,6.733333333,6.209090909,76.49226538
2.5,693,6.055555556,8.127272727,78.01726682
1.5,1715,6.322222222,6.018181818,85.94766136
1,1631,4.888888889,9.045454545,85.51923251
2,1015,7.066666667,9.790909091,75.26096378
2,504,6.844444444,16.13636364,70.3796639
2.333333333,761,5.444444444,16.07272727,72.08683413
2,1013,5,5.054545455,90.23785135
2.5,908,6.488888889,24.99090909,68.49107283
2.5,804,5.822222222,19.31818182,67.04714159
2.5,994,6.977777778,10.70909091,66.02110542
1,1504,5.522222222,13.15454545,84.32289267
2,1410,7.377777778,13.30909091,72.84638261
2.25,964,5.866666667,11.2,82.76620393
2,1306,4.477777778,13.06363636,78.70247899
2,1415,6.833333333,25.77272727,60.14051131
1.666666667,1676,5.933333333,4.772727273,90.8881929
2.5,1358,7.1,14.96363636,70.41387259
2.5,617,7.911111111,23.89090909,60.22647038
2.666666667,1582,8.655555556,22.28181818,53.68880819
2.333333333,1037,6.722222222,29.33636364,51.0717092
2.5,448,4.366666667,15.60909091,84.99858772
2,578,5.322222222,8.609090909,71.17026102
2,1103,7.777777778,19.31818182,61.25555345
3,1454,7.8,22.19090909,62.01653785
2.5,848,7.211111111,9.618181818,73.15360336
2.333333333,683,7.988888889,17.84545455,59.67386584
3,1031,8.066666667,23.57272727,58.63634256
2,1078,6.555555556,24.77272727,64.97280384
2,1323,5.733333333,18.04545455,75.75031972
2,1442,6.333333333,10.13636364,73.23480721
2.333333333,1394,7.088888889,14.24545455,58.81397094
2.8,913,7.133333333,14.60909091,64.70412912
1,1065,6.433333333,30.69090909,66.26900615
2.5,744,6.788888889,17.66363636,69.49104627
2,763,7.2,16.41818182,68.69086896
2,1481,5.966666667,9.818181818,77.46340193
1,903,3.688888889,22.46363636,86.00150011
2,1088,6.633333333,9.6,73.91574841
2.333333333,362,10.33333333,24.26363636,63.43727289
1.5,1544,7.633333333,19.10909091,63.54465668
2,1104,6.133333333,8.545454545,72.66370386
2.75,647,8.566666667,30.96363636,49.51531863
2,1098,5.955555556,27.4,60.91242976
2.333333333,553,5.611111111,44.88181818,57.86823661
2.333333333,942,9.055555556,37.38181818,55.34905307
2.666666667,1241,9.377777778,47.63636364,51.00540216
2.666666667,582,8.044444444,14.09090909,67.6626193
2.75,817,8.466666667,31.37272727,63.21635328
3.2,799,8.811111111,20.05454545,56.16676867
2.5,762,7.355555556,24.01818182,56.55284956
2.75,800,7.411111111,32.89090909,57.31108294
2,1267,7.533333333,14.81818182,65.22135868
2.5,1095,7.433333333,23.78181818,56.83398137
1.666666667,957,7.055555556,13.10909091,74.00787229
2.333333333,1037,7.644444444,32.39090909,68.33107634
2.5,830,7.088888889,29.48181818,61.78548694
2,837,6.144444444,25.02727273,69.47316334
2,581,6.588888889,13.1,68.54563801
2.5,1055,6.766666667,10.32727273,73.37528287
3,1534,5.888888889,29.15454545,69.10102988
3,858,8.1,25.55454545,53.43229869
2,1293,6.111111111,30.51818182,64.02149236
1,1251,6.333333333,9.618181818,73.81511062
2,816,5.122222222,6.063636364,97.05000465
2.8,602,6.255555556,8.5,67.7370888
2,1479,4.577777778,3.890909091,98.53411593
2,1704,7.6,17.44545455,72.00939943
2,1529,6.2,22.02727273,70.69395115
1,981,3.744444444,3.609090909,93.51316604
1.5,2087,5.833333333,5.245454545,79.91149158
2,1155,6.5,9.1,70.80629281
1.5,1357,4.744444444,4.381818182,91.2104355
2,1280,6.533333333,12.90909091,69.20460931
2,1358,6.033333333,4,81.05202321
2.5,1180,6.7,13.62727273,66.75703511
1.333333333,1451,5.1,11.30909091,85.0571561
3,963,6.988888889,14.46363636,59.94245579
2.5,874,4.744444444,6.5,94.41643503
3,1135,7.166666667,13.39090909,60.0972341
1.5,1141,4.922222222,6.009090909,99.74527465
2,843,8.366666667,22.06363636,56.68147927
2.666666667,940,6.3,9.536363636,70.20625248
1.5,1190,5.477777778,5.681818182,85.57294238
2.5,897,6.366666667,29.36363636,58.5071386
2,1130,9.514285714,30.6,65.21090985
2,1380,9.85,28.65555556,64.54965277
2,788,6.033333333,6.327272727,79.28469152
2,744,7.277777778,14.33636364,65.87379201
2.5,682,8.866666667,27.66363636,59.0931992
2.5,286,7.444444444,10.91818182,78.16102397
2.75,1222,8.155555556,19.9,61.95537429
2.666666667,980,6.877777778,22.01818182,66.9075109
2,737,8,25.07272727,68.69742883
2.6,1038,7.677777778,22.76363636,66.73949747
2,618,6.033333333,22.40909091,59.58095482
1.5,1514,5.9,10.57272727,71.94839774
2,603,5.488888889,17.87272727,74.2385367
2.8,574,8.744444444,28.09090909,49.14920181
1.666666667,995,5.144444444,4.6,98.63889367
2.8,1016,8.111111111,23.24545455,60.2804331
2,697,6.711111111,11.75454545,75.54962224
2,82,17.42222222,46.35454545,14.15598291
1.5,1340,6.111111111,11.80909091,77.92646573
2,1927,6.177777778,17.79090909,72.96007685
2,1164,7.744444444,42.4,58.16174662
2,808,7.6,14.74545455,69.63150694
2.5,1429,6.244444444,8.027272727,72.9186805
2,1449,6.766666667,7.1,77.03632488
1.5,1213,5.522222222,3.927272727,83.82706555
1,1271,4.633333333,19.38181818,69.13934283
2,596,7.555555556,36.03636364,68.4117092
1.5,470,6.7,33.02727273,77.12826065
2.75,871,7.3,10.56363636,66.66311415
1,1618,5.211111111,19.20909091,77.79600478
1,1153,4.822222222,21.90909091,75.37139186
2,339,8.033333333,21.96363636,64.9429545
2.333333333,811,7.233333333,39.36363636,55.37801413
2,689,7.555555556,34.36363636,59.12410229
2.5,1067,6.155555556,12.92727273,68.71835763
3.25,730,8.8,40.82727273,51.7875595
1.5,1294,7.333333333,36.74545455,68.47566549
1,1461,5.766666667,11.10909091,77.52858547
2,903,6.111111111,12.77272727,88.60283255
1.5,539,6.377777778,11.88181818,74.12798875
2.666666667,498,10.73333333,14.06363636,61.55752521
3,145,15.67777778,15.43636364,49.12680194
1.5,867,5.3,7.318181818,82.31936159
2,538,5.633333333,10.79090909,76.15699075
2.8,952,7.166666667,42.98181818,54.21042097
2.666666667,364,9.366666667,36.59090909,43.78598927
2,1241,6.533333333,8.281818182,81.06036919
2.25,1038,6.1,14.1,72.22643593
3,1021,6.444444444,19.11818182,66.14782462
1.5,929,6.611111111,12.67272727,71.07174154
2,1422,5.833333333,8.672727273,71.62014567
2.333333333,992,6.233333333,13.2,76.6078227
1.5,257,6.455555556,45.47272727,7.637732638
2,1019,7.244444444,10.48181818,71.94617837
2.666666667,1011,7.788888889,17.35454545,61.53695936
2,1145,5.933333333,9.409090909,79.1457381
2,743,7.388888889,14.07272727,66.04499516
2,608,6.777777778,21.04545455,61.19304992
2.5,470,7.644444444,46.17272727,58.19320989
2,577,8.766666667,28.61818182,65.52932904
2,282,9.7,20.07272727,66.10255552
1.5,809,5.844444444,12.63636364,84.4517832
2,1239,5.155555556,26.50909091,69.18743536
1.5,892,5.255555556,6.654545455,89.73785921
2.666666667,1140,7.411111111,32.24545455,51.37222713
2,1178,7.1,28.80909091,73.75030584
2.5,606,8.622222222,17.56363636,55.31952421
1.5,2230,5.677777778,5.636363636,86.6592099
2.8,1320,8.222222222,30.27272727,60.81109672
2.5,1034,8.6,38.7,47.45502815
2,666,10.53333333,38.94545455,48.22427525
2,346,7.688888889,9.163636364,54.3503805
2.333333333,943,7.377777778,18.60909091,72.14274521
2,1565,4.066666667,5.381818182,92.15933103
1,709,5.144444444,46.87272727,80.17297458
2,753,6.311111111,14.86363636,65.07917153
2,632,6.4,9.245454545,77.10874818
2,575,6.333333333,10.37272727,81.05264936
2,1078,5.777777778,7.290909091,72.96378874
1.5,1013,7.322222222,37.47272727,71.09297573
2.666666667,946,7.433333333,50.57272727,46.06216598
2,914,7.966666667,19.9,69.96034924
1.5,1653,4.5,7.663636364,86.4099115
2.666666667,480,9.222222222,6.663636364,64.62065843
2,536,7.177777778,13.36363636,71.32621923
2.5,391,7.566666667,15.72727273,50.04321696
1,2044,5.288888889,23.56363636,76.7168087
1.333333333,966,6.833333333,14.60909091,67.37741957
2.5,1243,8.266666667,35.73636364,60.62540939
2,581,4.833333333,42.01818182,65.47171097
1,1396,5.977777778,11.86363636,84.814498
1,71,8.255555556,21.98181818,43.0513468
2.666666667,816,7.488888889,24.2,59.98701847
2,1182,6.266666667,23.26363636,69.36174099
2,647,5.466666667,10.92727273,73.27135591
2,1132,5.588888889,29.24545455,62.26358814
3,1151,9.077777778,33.58181818,49.1711567
2.8,820,7.122222222,9.209090909,71.1451737
2,127,6.155555556,15.53,86.05967742
3,251,8.844444444,32.13636364,45.27586996
2,185,15.48888889,24.1,40.74211778
1.5,1542,3.855555556,25.66363636,76.99638504
1.5,1168,5.611111111,9.5,77.88061568
2.5,1282,7.488888889,20.63636364,61.35673992
3,1431,7.822222222,23.49090909,60.01856596
2,1185,8.755555556,41.97272727,62.52000001
2.5,1069,7.611111111,20.39090909,68.15758329
2.333333333,889,7.144444444,18.1,70.05891598
2,1271,5.444444444,35,55.99360106
2,1472,6.222222222,18.39090909,73.19903265
2.5,927,5.555555556,6.4,80.37672037
2,1451,7.966666667,35.89090909,58.24013483
2,1338,6.744444444,14.21818182,64.70087253
1.5,1211,5.811111111,12.64545455,78.46505457
2,1209,5.433333333,4.209090909,88.84113861
2,1357,6.655555556,12.40909091,71.5082915
2,1706,8.177777778,33.37272727,58.67446218
2,1128,4.811111111,23.7,74.00569282
2.666666667,1141,8.6,36.32727273,50.428107
2,264,12.67777778,32.34545455,40.64602885
2.5,1427,7.733333333,19.40909091,66.78522629
2,724,8.125,17.25,71.62362497
2,664,7.522222222,16.72727273,61.68659574
2.75,688,10.78888889,31.19090909,43.28156491
3,1187,9.011111111,23.32727273,58.00934647
2.666666667,1226,7.622222222,22.31818182,54.5681613
3,1465,7.388888889,18.28181818,57.63437545
1.5,640,5.9625,5.44,84.95755906
1,1605,6.166666667,9.254545455,76.09813976
2.75,940,7.222222222,11.38181818,49.07602276
1.5,897,5.744444444,16.17272727,82.18938341
2.333333333,1011,6.477777778,24.81818182,69.10809749
2,1208,5.588888889,9.745454545,83.76301528
1.5,929,5.833333333,32.25454545,67.12609023
3,760,9.722222222,32.66363636,48.23741714
3,1027,9.955555556,45.9,47.945831
2.75,772,10.35555556,37.23636364,59.05858479
1.5,906,5.255555556,12.72727273,83.24015409
1.5,891,5.677777778,13.97272727,84.44117606
3,870,6.788888889,49.88181818,61.81905678
2.666666667,790,8.388888889,25,54.67113653
2,986,6.777777778,13.76363636,68.14036643
2.5,547,8.1125,15.85,64.00733016
2,1335,6.788888889,16.17272727,62.78593255
2.333333333,1364,7.133333333,18.10909091,65.16555872
2,884,7.011111111,15.81818182,66.07854251
1,1459,6.133333333,14.44545455,79.36930351
1.5,1339,6.711111111,16.87272727,80.70325982
1,118,22.21111111,52.48181818,16.59358289
1.5,859,5.433333333,6.781818182,85.9319642
2.5,1031,7.188888889,14.48181818,62.31335672
2,1258,7.366666667,13.23636364,68.12194326
1.666666667,1519,5.222222222,7.909090909,79.95536031
1,1502,5.966666667,4.136363636,84.04687114
2,852,6.933333333,7.509090909,77.57393847
2.5,837,5.388888889,16.68181818,71.90604553
2,78,24.51111111,56.35454545,16.37648066
2,1139,6.222222222,17.22727273,72.82525807
2,769,5.2,6.081818182,83.04529457
2,945,6.7,31.5,68.65790428
2,882,7.466666667,18.36363636,73.07526689
1,1209,6.266666667,9.890909091,85.8432815
2.666666667,698,7.511111111,14.27272727,61.80852068
3,672,6.044444444,20.87272727,78.33913785
1,1845,6.9,22.62727273,69.44365475
3,455,6.7125,9.31,84.51832724
1.333333333,126,22.2,52.84545455,13.01587302
1.5,1355,7.225,6.427272727,80.37783917
1.5,1561,4.9625,5.827272727,83.02764309
2.666666667,1119,6.7,19.62727273,58.91951387
2.75,727,7.0375,16.32727273,62.00836886
2,1451,6.8875,26.30909091,58.8605323
2.5,808,8.222222222,26.80909091,58.84822568
3,1163,8.088888889,29.84545455,64.01947162
2,891,7.688888889,49.74,44.18033309
3,874,7.133333333,22.34545455,65.26664306
2.5,2064,6.455555556,28.02727273,72.15220495
2,143,26.52222222,48.52727273,10.48484848
2.666666667,1078,7.511111111,45.67,54.4969968
2.5,1177,9.733333333,29.60909091,66.76622676
2.666666667,826,6.822222222,13.2,67.73526938
1,89,15.725,51.05454545,7.040816327
2,1063,6.825,20.44545455,66.19880954
2,903,7.2875,19.3,66.55307569
1,1579,6.1,4.563636364,87.90689727
1,2819,5.45,25.9,76.15114884
3,1201,7.6125,32.69090909,54.79163799
1.5,1737,5.2875,9.418181818,77.75583277
2.5,1059,8.175,17.40909091,73.46991981
2,1081,5.4375,7.145454545,83.99693127
2.5,920,6.6125,9.772727273,74.52903332
2,1151,5.975,8.254545455,72.58174641
2.333333333,1533,7.1125,16.92,71.14306193
2.5,745,8.111111111,32.61,56.52719989
2,1091,6.9375,26.24,63.06177573
2,709,7.166666667,15.28,61.45554299
1.5,2610,4.875,11.38,86.67044716
2.333333333,995,7.75,9.52,69.72859232
1.5,1141,4.375,2.2,95.10244279
2,387,8.1875,17.03,62.73505351
2.5,937,9.1375,25.78,59.06464738
2,1208,6.7875,19.24,70.56165443
1,1177,6.95,9.52,75.44136058
1.5,2002,5.7,9.63,81.03588766
2,1130,6.4125,11.07,75.55880472
2.5,1440,6.925,19.99,65.66396682
2,813,5.5125,14.14,62.62434992
2,573,7.322222222,15.59,75.55677646
2,745,9.888888889,22.88,60.48651624
3.333333333,392,7.766666667,18.59,62.3798822
2,1244,7.65,15.15,71.64785931
2,1135,5.525,12.75,72.74523974
2,983,6,28.95,70.42782236
2,1606,6.0125,12.22,77.9704339
2.333333333,401,10.2875,21.46,53.68462864
2.5,59,25.2625,54.72,8.095238095
2.333333333,732,7.775,16.37,66.26536999
1,1283,6.075,10.63,81.85201503
2.75,574,8.375,40.04,60.1376013
2.333333333,1032,6.3625,24,74.52132577
1,1450,5.0625,3.02,91.37014907
2,981,6.5125,14.01,69.86360229
2,1416,6.4125,9.61,82.25020722
1,1213,4.675,6.19,100
2.5,1091,6.2,12.18,71.04976492
2,55,12.7125,11.64,34.57625099
2,1057,6.955555556,30.5,64.83411163
3,661,7.5625,16.26,61.39227361
2,1192,7.375,13.19,73.58797677
2,114,12.525,48.11,13.93939394
1.5,921,8.325,37,68.72272058
2.25,1445,7.5375,13.85,71.45342923
2,788,6.025,8.98,71.01053812
2.75,1472,7.1375,18.14,74.42433782
1,612,6.1125,7.99,83.5663135
2,1107,6.9,13.34,67.16154121
2,1146,7.7125,11.69,77.99020984
2,1312,7.1,27.39,67.51818377
2,121,7.875,13.45,75.17388434
1,1269,5.575,1.22,99.93131868
2,864,7.4375,15.63,73.40428017
3,1170,5.7375,7.84,74.66341093
2.5,392,4.3375,13.21,85.22968837
1,620,4.1625,27.21,87.69238347
1,599,3.475,28.58,86.75375154
1,623,3.2125,17.26,86.95602264
2,510,8.425,9.66,70.57719593
2.5,546,8.8125,49.55,54.68011464
2,325,8.9625,20.26,41.82120254
2.5,1327,7.4125,19.03333333,73.80657284
2,913,7.1875,17.8,80.93964559
1,895,6.65,37.5,78.86806371
2,689,6.725,17.84,61.65453912
2.75,878,6.925,20.21,69.16506764
2,1305,6.9375,22.48,56.38894691
3,82,35.0125,71.08,1.333333333
1.5,178,6.1375,13.58,84.28912799
3.333333333,518,7.325,19.97,53.34792817
3,844,8.0125,10.6,66.92858411
1.333333333,966,5.525,7.47,82.9280114
2.5,1228,6.675,6.9,72.04477984
2.5,421,8.2375,12.04,76.57188777
2,739,5.7125,8.14,80.51997738
2.666666667,514,5.4375,8.63,72.54432533
2,290,9.285714286,10.3,73.1685637
2.666666667,835,8.8,48.98,53.02681802
2,908,5.425,6.25,77.66031482
1.5,1592,5.1375,18.83,77.1177961
2.5,875,6.3,10.3,80.92167139
2,509,7.3625,23.5,58.0269865
2.666666667,454,6.3375,12.19,70.02154583
3,99,13.7,62.08,4.047619048
2,1247,8.3375,23.48,63.58282301
2,873,6.75,14.9,70.3763344
1.5,1374,5.7625,23.14,70.42872667
3,658,7.7375,17.32,49.26417901
2.5,1496,7.55,16.04,76.02921319
1,1048,4.475,29.14,71.41565912
3,566,7.75,22.79,55.80248772
2.5,777,6.3,32.05,56.35858552
2,1492,7.6125,23.03333333,66.76641609
2.666666667,647,8.116666667,24.8875,50.94738101
2.5,674,6.475,17.55,65.82619908
3.333333333,1020,7.325,25.61,62.23352809
2.5,1569,6.0125,13.74,71.87740605
2,1184,6.3625,19.76,63.42254935
3,900,6.475,23.37,65.40894741
2,1647,5.5,31.15,69.07568566
2,1187,7.0625,13.47,68.98888488
2.5,1708,7.275,14.66,73.17337152
1,1201,3.7375,3.6,99.89224138
2,1620,6.5,13.48,69.14150965
2,1614,6.5125,14.98,71.97773034
2,1712,6.35,12.19,74.93828392
3,691,8.775,45.28,55.35510468
2.666666667,1071,8.125,24.93,63.41555471
2,1028,7.1875,26.76666667,58.14483565
2.5,472,6.45,18.77777778,64.17242285
2,635,7.4,27.07777778,63.2947575
3,566,7.375,9.18,72.50918815
2.5,732,6.7125,8.144444444,70.91759434
2.5,1002,7.0375,8.444444444,69.27373487
3,746,7.975,29.1,65.75430024
2,1165,7.075,13.56,70.1423184
1,1029,7.6625,19.15555556,81.96516061
2,1011,6.9375,21.83,75.69896761
3,470,9.9625,36.71111111,67.50845169
2,83,24.5875,58.92,13.94660895
3.333333333,600,7.225,23.81111111,41.89333657
2,484,7.5875,16.65,69.35166599
1,823,5.45,12.64444444,88.42407919
1.5,1113,5.885714286,6.29,83.72304291
2.5,538,6.785714286,11.15,74.66785767
2,1534,6.442857143,9.45,64.54434491
3.5,928,10.38571429,24.21,66.41135656
2,171,7.8,49.24,3.954081633
2,992,7.857142857,24.87,64.47430978
2.5,1266,7.271428571,24.28888889,65.02644122
3,75,24.15,62.23333333,10.67358567
2.5,1452,9.9,9.27,73.98880476
1.5,122,15.75714286,56.96,18.60772768
1,854,2.685714286,11.4,95.20393146
2,1065,7.985714286,15.67777778,67.83114206
2.5,608,7.971428571,17.54,65.91260941
1.5,1674,6.257142857,6.96,82.74865715
1.5,728,5.75,29.53,84.03740439
2,937,7.714285714,16.09,65.30895799
2.5,1615,6.771428571,11.78,78.65513861
2.5,1366,7.675,25.13333333,62.66480744
2.5,1261,7.35,11.37777778,71.81068634
2,1380,8.2,35.13333333,60.08756905
1.5,2640,4.628571429,19.95555556,70.97162673
2.5,995,9.05,38.73333333,65.00072891
3,741,9.325,42.52222222,55.07463638
2.666666667,733,8.8375,35.37777778,58.57910595
2,1082,8.185714286,22.03333333,75.04111802
2.75,603,6.985714286,16.65555556,66.68198505
1.5,641,3.528571429,8.111111111,86.07018665
2,792,7.8,18.37777778,68.58381544
2.5,1321,9.55,28.12222222,51.50410447
2.5,193,14.32857143,20.97777778,55.94428892
2,1191,5.657142857,35.41111111,53.04320147
2,1106,6.314285714,15.94444444,81.94417135
3.333333333,419,9.185714286,31.31111111,53.66295044
2.5,1056,7.614285714,15.91111111,66.92854741
1.5,1190,6.714285714,30.17777778,72.44744341
2,1093,6.228571429,10.97777778,79.40648736
2,1787,6.271428571,6.911111111,78.69602334
2.5,990,7.242857143,6.388888889,77.55106813
2,795,8.857142857,7.5,76.02107641
2,919,7.75,26.525,64.14067501
2.333333333,206,27.08571429,77.56666667,16.00890964
2.666666667,651,7.35,21.3,70.15917438
2,1041,7.7,26.93333333,55.54201509
1,1779,4.95,15.11111111,79.35133145
2.333333333,1052,6.928571429,9.9,81.875639
1,1024,4.671428571,8.833333333,91.29984108
3.333333333,604,7.8,28.12222222,61.45492713
2.5,760,8.042857143,40.3,60.4910358
2.5,173,23.7,82.3625,4.588929589
2.5,1439,8.057142857,25.52222222,62.9910855
2.5,1158,7.971428571,16.04444444,64.96100898
2.666666667,769,8.085714286,17.15555556,58.33549994
2,1198,7.1,9.855555556,65.28184787
2,682,9.742857143,28.13333333,56.60028277
2.5,1266,8.785714286,15.7125,77.43065338
2,634,7.742857143,31.41111111,72.72752736
2.5,572,6.914285714,19.64444444,65.24202309
2.5,967,7.242857143,19.2,67.20292977
2,1374,7.242857143,21.21111111,67.94007946
2.5,789,9.285714286,32.67777778,53.83326767
2,488,9,32.98888889,55.78515956
2.5,1354,6.614285714,7.622222222,75.88234682
2,932,5.042857143,13.68888889,70.18237894
3,775,8.46,29.67142857,54.75915728
2.5,1184,6.742857143,24.64444444,66.0391562
2.5,593,11.2,16.48888889,54.94864264
1.666666667,1354,6.457142857,20.7125,73.78461613
2.5,1018,7.766666667,10.75,75.85208051
2,1250,7.214285714,6.744444444,82.1826601
2,138,10.3,14.1,70.37109433
2,192,9.157142857,30.55555556,69.11926883
2.5,135,9.885714286,12.16666667,69.16814798
2,322,9.471428571,20.73333333,63.51591569
1,85,19.11428571,55.65555556,25.70861678
2,1652,7.157142857,14.18888889,65.97290186
1,69,21.17142857,57.25555556,11.48145333
2,736,7,10.23333333,72.08278713
2,84,21.42857143,47.94444444,10.26295133
2,1421,7.071428571,7.166666667,78.24654047
2.5,841,6.528571429,13.91111111,68.51239888
2.5,1044,7.9,33.2,63.78220593
2,957,6.633333333,14.15,73.67792867
2,1475,6.9,8.7125,81.64962523
2,1527,7.957142857,8.277777778,70.94280811
2,1696,7.585714286,35.87777778,64.07099749
2,1218,5.283333333,24.525,81.76344005
2,908,6.914285714,8.7,72.40759135
2.666666667,83,16.71428571,41.38888889,23.90473361
1.5,889,5.514285714,4.833333333,98.26291047
2,743,6.5,15.6,76.92579619
2.75,422,8.733333333,25.33333333,49.79719847
2.333333333,780,7.45,11.2,67.77517901
2.666666667,550,9.342857143,30.04444444,67.40877701
2,805,6.783333333,16.98888889,62.07199827
2.333333333,1064,8.033333333,19.83333333,68.46899244
2,1285,6.857142857,7.877777778,80.37420927
2,1641,6.142857143,9.9,73.63004334
2.333333333,1429,5.828571429,10.58888889,65.2681146
2,1230,5.5,4.588888889,90.92167462
2.333333333,1611,8.185714286,8.733333333,71.21848967
2,931,6.757142857,8.488888889,77.71201897
2,1781,5.733333333,18.74444444,80.10519354
2,1038,7.616666667,30.71111111,63.81935076
2,752,4.55,19.4,85.60495247
1.5,1242,5.25,5.7,90.49732732
3,1303,11.41666667,31.58888889,59.58799696
2.5,824,8,22.54444444,58.15340794
2.666666667,954,9.6,42.7,52.29152209
2.5,1237,8.016666667,34.3625,60.75859781
3,431,8.071428571,26.4,60.6124599
2,808,7.7,18.96666667,68.26458401
3,810,8.5,37.3625,52.13139289
2,789,7.328571429,26.6375,66.43998162
3.5,681,9.371428571,36.2375,57.94892007
2.333333333,668,8.316666667,13.87777778,70.82269263
2.333333333,1292,7.866666667,15.95,75.07104245
2.333333333,82,19.58333333,45.7,7.86996904
3,1447,10.14285714,19.025,64.0649262
2,139,10.38333333,25.1,15.46468829
1.5,1160,4.933333333,9.911111111,84.74129546
2.5,1108,7.814285714,16.35,61.89566184
1.5,1277,7.383333333,29.7,70.29783683
2,1716,9.416666667,17.6875,65.90101301
2.666666667,1150,8.183333333,30.0625,56.72038355
1,1338,6.883333333,15.9625,74.54582773
2.5,487,8.783333333,18.325,71.70397091
2,445,8.116666667,18.6875,74.07097461
2.333333333,99,34.9,46.5,13.78787879
2,402,8.185714286,1.125,99.42912433
3,345,24.3,59.7875,2.56466379
2,1033,7.85,10.2125,71.83171574
3,886,9.457142857,35.0125,53.35043266
2,834,6.183333333,11.925,79.89528076
3,253,8.516666667,19.0625,62.11716692
2,877,8.15,19.7625,66.66025021
1.5,1410,6.45,12.8375,81.7635935
2.333333333,1095,8.783333333,19.8375,64.37419259
2.666666667,900,7.983333333,21.6375,59.4315197
2.5,770,9,8.525,74.47813553
3,1262,8.242857143,23.5375,70.3727668
3,791,11.55,33.9875,53.74118847
3,1258,6.942857143,40.825,52.94416984
2.5,101,28.61428571,64.8,5.113636364
2,328,6.266666667,19.7625,77.96848252
3.25,915,11.01666667,43.9125,45.91922362
